"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Iceland","ISL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","2.5","1.29999995231628","0.699999988079071","0.5","0.400000005960464","0.400000005960464","0.699999988079071","0.5","0.400000005960464","0.400000005960464","0.5","0.400000005960464","0.5","0.800000011920929","1","1.20000004768372","0.899999976158142","0.699999988079071","0.400000005960464","0.600000023841858","1.70000004768372","1.79999995231628","2.54999995231628","4.30000019073486","5.26000022888184","5.32999992370605","4.90999984741211","3.76999998092651","3.96000003814697","2.79999995231628","2.03999996185303","2.3199999332428","2.27999997138977","3.26999998092651","4","4.03000020980835","2.54999995231628","2.82999992370605","2.25","2.95000004768372","7.21999979019165","7.55999994277954","7.03000020980835","6","5.38000011444092","4.90000009536743","3.98000001907349","2.98000001907349","",
"Israel","ISR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","4.46999979019165","3.8199999332428","3.46000003814697","2.70000004768372","2.64000010490417","3.04999995231628","","3.47000002861023","","3.42000007629395","2.77999997138977","4.59000015258789","4.92000007629395","4.80999994277954","4.32000017166138","5.69000005722046","6.32999992370605","","","","","12.2399997711182","13.3900003433228","14.0799999237061","12.7399997711182","9.93000030517578","8.77999973297119","8.46000003814697","9.75","10.75","11.1800003051758","11.1000003814697","11.8100004196167","12.8900003433228","13.5","13.0299997329712","11.3400001525879","10.710000038147","9.38000011444092","7.69999980926514","9.52999973297119","8.47999954223633","7.1399998664856","6.8600001335144","6.21000003814697","5.8899998664856","5.25","4.80000019073486","4.21999979019165",
"Italy","ITA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","5.44000005722046","5.44000005722046","6.3899998664856","6.36999988555908","5.38000011444092","5.82000017166138","6.6399998664856","","7.23999977111816","7.6399998664856","7.53000020980835","","9.02999973297119","8.56999969482422","9.40999984741211","9.40999984741211","10.5500001907349","10.7200002670288","10.9700002670288","10.9899997711182","9.78999996185303","10.1000003814697","9.32999992370605","10.2399997711182","11.0900001525879","11.6700000762939","11.8699998855591","12","12.1199998855591","11.6899995803833","10.8400001525879","9.60000038146973","9.21000003814697","8.86999988555908","7.86999988555908","7.73000001907349","6.78000020980835","6.07999992370605","6.71999979019165","7.75","8.35999965667725","8.35999965667725","10.6499996185303","12.1499996185303","12.6800003051758","11.8999996185303","11.6899995803833","",
"Jamaica","JAM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","17.5799999237061","","","23.1800003051758","22.1100006103516","20.5","19.6499996185303","21.8099994659424","","23.7199993133545","","35.5099983215332","25","26.7000007629395","","","33.3899993896484","","","23.0300006866455","","15.7200002670288","15.7399997711182","15.3999996185303","","15.3400001525879","","","","15.5","","15.5390996932983","","14.1905002593994","11.7399997711182","11.4399995803833","11.2631998062134","10.3247995376587","9.74530029296875","10.3299999237061","11.3622999191284","12.3659000396729","12.6999998092651","13.9300003051758","15.25","13.7399997711182","13.5100002288818","13.1899995803833","11.6599998474121",
"Jordan","JOR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","6.59999990463257","","","13.3000001907349","14.8000001907349","","","","","","19.7000007629395","","14.6000003814697","13.6999998092651","","","","13.6999998092651","14.6999998092651","15.3000001907349","14.5","22.7800006866455","14.8000001907349","14","13.1000003814697","12.6999998092651","12.8999996185303","12.5","12.8999996185303","12.1999998092651","12.6000003814697","11.8999996185303","","","",
"Japan","JPN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","1.6599999666214","1.45000004768372","1.27999997138977","1.26999998092651","1.14999997615814","1.19000005722046","1.33000004291534","1.25999999046326","1.16999995708466","1.12000000476837","1.13999998569489","1.23000001907349","1.39999997615814","1.27999997138977","1.37000000476837","1.87999999523163","2.00999999046326","2.01999998092651","2.24000000953674","2.08999991416931","2.01999998092651","2.21000003814697","2.35999989509583","2.65000009536743","2.72000002861023","2.61999988555908","2.76999998092651","2.83999991416931","2.50999999046326","2.25999999046326","2.09999990463257","2.08999991416931","2.16000008583069","2.50999999046326","2.89000010490417","3.15000009536743","3.34999990463257","3.39000010490417","4.1100001335144","4.67999982833862","4.73000001907349","5.03999996185303","5.36999988555908","5.25","4.71000003814697","4.42000007629395","4.13000011444092","3.84999990463257","3.98000001907349","5.07999992370605","5.07000017166138","4.55000019073486","4.34999990463257","4.03000020980835","3.57999992370605","3.32999992370605","3.13000011444092","",
"Kazakhstan","KAZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0500000007450581","0.400000005960464","0.600000023841858","1.10000002384186","2.09999990463257","4.19999980926514","3.79999995231628","3.70000004768372","3.90000009536743","3.70000004768372","10.4300003051758","9.32999992370605","8.77999973297119","8.39999961853027","8.13000011444092","7.78999996185303","7.26000022888184","6.63000011444092","6.55000019073486","5.76999998092651","5.3899998664856","5.28999996185303","5.19999980926514","5.05999994277954","4.92999982833862","4.96000003814697","",
"Kenya","KEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","12.1700000762939","","","","","","","","",
"Kyrgyz Republic","KGZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.53999996185303","7.84000015258789","12.5500001907349","9.92000007629395","8.52999973297119","8.10999965667725","8.27000045776367","8.14999961853027","8.22000026702881","8.40999984741211","8.64000034332275","8.52999973297119","8.43000030517578","8.32999992370605","8.05000019073486","7.55999994277954","7.21000003814697","",
"Cambodia","KHM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.839999973773956","","5.26000022888184","","2.45000004768372","1.63999998569489","","","7.53000020980835","","","0.870000004768372","1.63999998569489","0.189999997615814","0.349999994039536","0.200000002980232","1.27999997138977","0.300000011920929","0.180000007152557","","","",
"Kiribati","KIR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","7.30000019073486","8.30000019073486","8","","","","","","","","","","","","","","","","","","","","","","","","","","14.6499996185303","","","","","30.5799999237061","","","","","","","",
"St. Kitts and Nevis","KNA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","9.82999992370605","","","","","","","","","","","5.1399998664856","","","","","","","","","","5.11999988555908","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","4.8600001335144","4.51000022888184","4.57000017166138","4.59000015258789","4.03999996185303","4.15000009536743","4.17999982833862","3.80999994277954","3.79999995231628","3.17000007629395","3.8199999332428","5.19000005722046","4.51000022888184","4.3600001335144","4.07000017166138","4.94999980926514","4","3.80999994277954","3.08999991416931","2.51999998092651","2.57999992370605","2.45000004768372","2.41000008583069","2.50999999046326","2.88000011444092","2.48000001907349","2.05999994277954","2.04999995231628","2.60999989509583","6.96000003814697","6.34000015258789","4.42000007629395","4","3.27999997138977","3.55999994277954","3.67000007629395","3.73000001907349","3.45000004768372","3.23000001907349","3.16000008583069","3.64000010490417","3.72000002861023","3.41000008583069","3.22000002861023","3.11999988555908","3.52999997138977","3.63000011444092","3.71000003814697","3.73000001907349",
"Kuwait","KWT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","1.01999998092651","","","","","1.9099999666214","","","","","0.800000011920929","0.699999988079071","2.13000011444092","0.699999988079071","0.699999988079071","0.699999988079071","0.699999988079071","0.800000011920929","0.800000011920929","1.10000002384186","1.29999995231628","1.70000004768372","1.95000004768372","1.29999995231628","1.5","1.75","1.63999998569489","1.82000005245209","3.59999990463257","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.59989728729451","6.1818728387231","","6.7789360908518","7.53921515006375","7.05488150911725","7.74396479617321","7.81735550288262","11.2101743675076","8.15900247122895","8.52927406683989","9.06648935899527","8.3707891758264","7.89933556581702","7.32944510903714","7.10026345095591","6.98705361440248","7.53723408808568","6.76703415690623","6.50653563769519","6.22890677887105","6.11777274434128","6.13684450110577","6.74942928408456","8.17543163265218","9.239892211295",
"Lao PDR","LAO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.59999990463257","","","","","","","","","","1.35000002384186","","","","","0.709999978542328","","","","","","","",
"Lebanon","LBN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.61999988555908","","","","","","","7.84999990463257","","","8.97999954223633","","6.3549919128418","","","","","","","","",
"Liberia","LBR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","12.8000001907349","14.3000001907349","15.1999998092651","15.8999996185303","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26999998092651","","","","","","","",
"Libya","LBY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0300006866455","","","","","",
"St. Lucia","LCA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.21999979019165","","16.7999992370605","17","15.8299999237061","16.3299999237061","20.4699993133545","21.6000003814697","18.0900001525879","16.4899997711182","13.0799999237061","20.3899993896484","22.1800003051758","20.9699993133545","18.7000007629395","16","14","12.7200002670288","15.3699998855591","20.6399993896484","18.8600006103516","19.0599994659424","22.2099990844727","","24.0900001525879","21.2600002288818","",
"Latin America & Caribbean","LCN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.73817662114206","6.64577007590638","","8.0041538500237","8.44284544815071","7.87434630558939","8.27402275876016","8.51139246752241","11.5069717581204","9.03692049708279","9.44504469445483","9.64441796450195","8.8469787913954","8.2705672374701","7.62748859180245","7.26096339747936","7.13261208393646","7.75231351780794","6.9213821385687","6.60806454704176","6.33359464027105","6.21262482471154","6.24764672688206","6.74490383152515","8.09680204658325","",
"Least developed countries: UN classification","LDC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.150000005960464","0.519999980926514","0.759999990463257","1.36000001430511","1.01999998092651","0.899999976158142","1.60000002384186","1.3400000333786","1.77999997138977","1.77999997138977","1.26999998092651","1.12000000476837","1.45000004768372","2.10999989509583","2.40000009536743","2.66000008583069","2.46000003814697","2.00999999046326","","2.79999995231628","2.59999990463257","2.40000009536743","2.5","2.59999990463257","","","","",
"Sri Lanka","LKA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8999996185303","14.6613998413086","14.2200002670288","13.8199996948242","13.0299997329712","12.2700004577637","11.3500003814697","10.6000003814697","9.17000007629395","8.88000011444092","7.73999977111816","7.90000009536743","8.76000022888184","8.22000026702881","8.38000011444092","7.67000007629395","6.5","5.96999979019165","5.21999979019165","5.84999990463257","4.94000005722046","4.1100001335144","3.88000011444092","4.44000005722046","4.40000009536743","4.67000007629395","4.36999988555908","",
"Lower middle income","LMC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.60030168694637","","","","","5.41756737835454","","","","","4.88165602839255","","4.95199866063423","","","","","",
"Low & middle income","LMY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.75569822610415","","","","","","5.21808406894645","","","","","5.63121131001883","","","","6.47727879034282","5.57066768799202","","5.45514798798607","","","","","",
"Lesotho","LSO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","37.939998626709","","27.2700004577637","","","","","","","","","35.4599990844727","","","","","24.5799999237061","","","","",
"Late-demographic dividend","LTE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.07721205635642","2.7976882210826","3.5390953082395","3.79913639504164","3.84443328222839","4.20753016162769","4.32352179436373","4.48615808955199","4.72085850192742","4.87603908608528","5.38528004353294","5.19026617604426","5.36180104133923","5.59038168501038","5.42748968411865","5.46671825140785","5.2267263920457","4.84673155518796","4.93046380884402","5.25222589108478","4.87218196106152","4.79032387237569","4.66667789693317","4.64373896546457","4.60618330911185","","","",
"Lithuania","LTU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.300000011920929","3.5","3.5","17.3299999237061","17.5400009155273","16.3999996185303","14.1300001144409","13.710000038147","13.3900003433228","16.25","17.2099990844727","13.6599998474121","12.8699998855591","10.8500003814697","8.31999969482422","5.78000020980835","4.25","5.82999992370605","13.789999961853","17.8099994659424","15.3900003433228","13.3599996566772","11.7700004577637","10.6999998092651","9.11999988555908","7.8600001335144","",
"Luxembourg","LUX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","0.200000002980232","0.300000011920929","0.5","0.800000011920929","0.699999988079071","0.699999988079071","1","1.29999995231628","3.20000004768372","2.63000011444092","2.96000003814697","2.64000010490417","2.47000002861023","2","1.5900000333786","1.61000001430511","1.48000001907349","2.00999999046326","2.3199999332428","3.48000001907349","2.92000007629395","3.28999996185303","2.52999997138977","2.75999999046326","2.34999990463257","2.34999990463257","1.79999995231628","2.61999988555908","3.6800000667572","5.1100001335144","4.48999977111816","4.73000001907349","4.07000017166138","5.05999994277954","5.11999988555908","4.3600001335144","4.90000009536743","5.1399998664856","5.84999990463257","5.84999990463257","6.67000007629395","6.28999996185303","",
"Latvia","LVA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29999995231628","5.80000019073486","6.5","6.59999990463257","20.9300003051758","14.8999996185303","14.460000038147","13.789999961853","14.25","13.6800003051758","13.8299999237061","11.6899995803833","11.710000038147","10.0299997329712","7.03000020980835","6.05000019073486","7.73999977111816","17.5100002288818","19.4799995422363","16.2099990844727","15.0500001907349","11.8699998855591","10.8500003814697","9.86999988555908","9.64000034332275","",
"Macao SAR, China","MAC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20000004768372","2.09999990463257","2.5","3.59999990463257","4.30000019073486","3.08999991416931","4.46000003814697","6.30000019073486","6.86999988555908","6.40000009536743","6.30000019073486","6.13000011444092","4.8899998664856","4.15999984741211","3.74000000953674","3.02999997138977","3.02999997138977","3.57999992370605","2.83999991416931","2.55999994277954","1.97000002861023","1.82000005245209","1.70000004768372","1.80999994277954","1.96000003814697","1.96000003814697",
"St. Martin (French part)","MAF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6999998092651","13.8999996185303","16.2999992370605","15.8000001907349","16.9799995422363","15.6800003051758","15.6899995803833","","22.8600006103516","17.7600002288818","16.6700000762939","19.1200008392334","13.9399995803833","13.5799999237061","12.460000038147","11.5900001525879","11.9200000762939","10.8299999237061","11.0100002288818","9.67000007629395","9.5600004196167","9.56999969482422","9.10000038146973","9.0600004196167","8.90999984741211","8.98999977111816","9.22999954223633","9.69999980926514","9.65999984741211","9.28999996185303","",
"Monaco","MCO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59999990463257","","","","","","","","","","","","","","","","6.32999992370605","",
"Moldova","MDA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.720000028610229","0.699999988079071","1.10000002384186","1","1.5","1.5","1.89999997615814","11.1400003433228","8.46000003814697","7.28999996185303","6.80000019073486","7.94999980926514","8.17000007629395","7.28999996185303","7.38000011444092","5.07000017166138","3.98000001907349","6.40000009536743","7.44999980926514","6.67999982833862","5.57999992370605","5.09999990463257","3.85999989509583","3.69000005722046","4.17999982833862","",
"Madagascar","MDG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.80000019073486","5.34999990463257","","4.46999979019165","","2.35999989509583","","","","","4.28000020980835","","0.600000023841858","","","1.79999995231628","","",
"Maldives","MDV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.790000021457672","","","","","1.97000002861023","","","","","","14.4399995803833","","","","11.710000038147","","","","5.21000003814697","","","",
"Middle East & North Africa","MEA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0651346156535","13.1134992764493","11.9230170053931","11.0449140088687","9.9745533562875","9.74360485879639","9.56131623294909","10.7074197570702","10.5971592635971","11.1115387657507","10.516929226083","10.6297029808802","","10.210447557327","",
"Mexico","MEX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75999999046326","","","3.04999995231628","3.09999990463257","3.21000003814697","4.25","6.8899998664856","5.25","4.05999994277954","3.5699999332428","2.49000000953674","2.55999994277954","2.53999996185303","2.85999989509583","2.96000003814697","3.66000008583069","3.55999994277954","3.5699999332428","3.63000011444092","3.86999988555908","5.3600001335144","5.30000019073486","5.17000007629395","4.8899998664856","4.90999984741211","4.80999994277954","4.30999994277954","3.85999989509583","3.42000007629395",
"Marshall Islands","MHL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","9.72999954223633","","","","","","","","12.4700002670288","","","","","","","","","","","30.9099998474121","","","","","","25.3700008392334","","","","","","4.73999977111816","","","","","","",
"Middle income","MIC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74724523461821","","4.54475697110772","","","","5.22606065006668","","","","","5.6572235193877","5.76088910976578","5.5700879830644","5.70054695851955","6.12322157464767","5.25763545908375","5.78796436479502","5.15189588376003","5.02239039129612","","","","",
"Macedonia, FYR","MKD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","22","20.8999996185303","21.1000003814697","21.6000003814697","21.7000007629395","21.5","21.3999996185303","22.6000003814697","23.6000003814697","24.5","26.2999992370605","27.7000007629395","30","35.5999984741211","38.7999992370605","36","34.5","32.4000015258789","32.2000007629395","30.5200004577637","31.9400005340576","36.689998626709","37.1599998474121","37.25","36.0299987792969","34.9300003051758","33.7599983215332","32.1800003051758","32.0200004577637","31.3799991607666","31.0200004577637","29","28.0300006866455","26.0699996948242","23.7199993133545","",
"Mali","MLI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09999990463257","","","","","","","8.75","","","11.710000038147","","","8.06999969482422","6.90000009536743","","7.30000019073486","6.38000011444092","7.73000001907349","9.72999954223633","",
"Malta","MLT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","8.5","","8.10000038146973","6.80000019073486","4.40000009536743","4","3.70000004768372","3.90000009536743","3.59999990463257","4","4.5","4.09999990463257","3.70000004768372","4.40000009536743","5","5.09999990463257","5.30000019073486","6.32000017166138","7.1100001335144","6.82999992370605","7.51999998092651","7.28000020980835","6.92000007629395","6.80000019073486","6.46999979019165","5.98000001907349","6.8899998664856","6.84999990463257","6.38000011444092","6.30999994277954","6.3899998664856","5.80000019073486","5.3899998664856","4.69999980926514","",
"Myanmar","MMR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","0.769999980926514","","",
"Middle East & North Africa (excluding high income)","MNA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3498046306477","","","","","","","","","","","","15.3941498557344","14.3654673422832","12.9278516268846","11.689001675178","10.6464067044371","10.8436456144928","10.580113709711","11.1728090971655","11.5939622149625","12.2991463698362","11.5936221531623","11.7500603219474","","12.020423449174","",
"Montenegro","MNE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3099994659424","","19.3999996185303","17.1499996185303","19.0900001525879","19.6800003051758","19.7099990844727","19.7299995422363","19.5","18","17.5200004577637","17.7000007629395","",
"Mongolia","MNG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","","","6.19999980926514","6.80000019073486","","","","7.19999980926514","5.55999994277954","5.8600001335144","6.55000019073486","4.76999998092651","3.90000009536743","4.23000001907349","4.80000019073486","4.8600001335144","7.23999977111816","",
"Northern Mariana Islands","MNP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","11.75","","","","","","","","","","","","","","","","3.82999992370605","","","4.57000017166138","","8.22000026702881","","","","","11.1700000762939","","","","","","","",
"Mozambique","MOZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.70000004768372","","","","","","","","","","","","","","","22.5499992370605","","25.2999992370605","3.4300000667572","","",
"Mauritania","MRT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","14.1400003433228","","","","","","","","","","","25.7999992370605","","","","","","","","","","","","19.1000003814697","","","","32.5","","","","31.2000007629395","","","","9.85999965667725","","","","","",
"Mauritius","MUS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.16000008583069","3.71000003814697","4.21000003814697","9.59000015258789","5.80000019073486","6.59999990463257","6.90000009536743","7.69999980926514","8.47999954223633","6.80000019073486","7.19999980926514","7.69999980926514","8.48999977111816","9.61999988555908","9.14000034332275","8.52999973297119","7.21999979019165","7.48999977111816","7.69029998779297","7.90999984741211","8.14999961853027","7.61999988555908","7.71999979019165","7.92000007629395","7.30000019073486","",
"Malawi","MWI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","5.40000009536743","","","","","","","","","","","","","","","","","","","","","","7.80000019073486","","","","","","","","5.94999980926514","","","","",
"Malaysia","MYS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","3.40000009536743","3.79999995231628","5.84000015258789","6.92000007629395","8.28999996185303","7.32999992370605","7.26000022888184","5.73000001907349","4.5","","3.71000003814697","4.1100001335144","","3.15000009536743","2.51999998092651","2.45000004768372","3.20000004768372","3.4300000667572","3","3.52999997138977","3.48000001907349","3.60999989509583","3.53999996185303","3.52999997138977","3.3199999332428","3.23000001907349","3.33999991416931","3.69000005722046","3.25","3.04999995231628","3.03999996185303","3.10999989509583","2.88000011444092","3.09999990463257","3.44000005722046","",
"North America","NAC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.86099671704792","7.19014281789911","7.87575229402067","7.37088737953845","6.53076740374191","5.9863502149287","5.81740670223621","5.35111145554374","4.88332896578456","4.55402262050258","4.2728668816942","4.98004363970823","5.97246893130955","6.15470820464067","5.70390878145323","5.25541298645831","4.79713604438403","4.76950853939361","5.81806450049496","9.15321804705414","9.46121449819388","8.79422989175753","7.98543776379621","7.34612862556575","6.25085136105965","5.45813140219912","5.10230777917053","4.57678238454612",
"Namibia","NAM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.1399993896484","","","19.3999996185303","","","24.4500007629395","","","20.2999992370605","","","","22.0900001525879","","","","37.5999984741211","","22.1000003814697","26.7999992370605","16.7700004577637","19.0300006866455","18.5200004577637","","23.3500003814697","",
"New Caledonia","NCL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3099994659424","","","","","13.9700002670288","","","","","14.5900001525879","","","",
"Niger","NER","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.09000015258789","","","","","","1.47000002861023","","","","","","","","","","0.319999992847443","","","","","","",
